tic_id,label,source_catalog,disposition,period_days,epoch_btjd,depth_ppm,duration_hours,tmag,notes,mission
10811496,candidate,kepler_cumulative_koi,CANDIDATE,19.89913995,175.850252,10829.0,1.7822,15.436,,kepler
11818800,candidate,kepler_cumulative_koi,CANDIDATE,40.4195037,173.56469,6256.0,3.362,15.487,,kepler
11918099,candidate,kepler_cumulative_koi,CANDIDATE,7.2406612,137.75545,556.4,0.558,15.334,multi-KOI star (kepid shared across KOIs),kepler
9579641,candidate,kepler_cumulative_koi,CANDIDATE,3.43591631,132.6624,23.2,3.133,12.791,multi-KOI star (kepid shared across KOIs),kepler
3115833,candidate,kepler_cumulative_koi,CANDIDATE,10.181584004,177.141891,5741.1,3.5089,15.657,,kepler
3453214,candidate,kepler_cumulative_koi,CANDIDATE,19.620346923,181.881819,21724.6,2.0038,15.562,,kepler
4544670,candidate,kepler_cumulative_koi,CANDIDATE,34.84398644,172.633252,4523.6,2.9315,15.684,,kepler
4936180,candidate,kepler_cumulative_koi,CANDIDATE,4.64090031,173.64638,2450.6,35.512,15.27,,kepler
5115978,candidate,kepler_cumulative_koi,CANDIDATE,1.028436523,170.228582,8098.0,1.8606,15.202,,kepler
6867155,candidate,kepler_cumulative_koi,CANDIDATE,235.9986399,208.399822,20714.6,8.2284,15.172,,kepler
6526710,candidate,kepler_cumulative_koi,CANDIDATE,39.74893077,172.854644,15178.9,7.3051,15.344,,kepler
6599919,candidate,kepler_cumulative_koi,CANDIDATE,13.61014819,173.987319,5732.9,2.594,15.06,,kepler
6862328,candidate,kepler_cumulative_koi,CANDIDATE,119.0207044,222.236492,7430.5,8.1405,15.085,,kepler
7031517,candidate,kepler_cumulative_koi,CANDIDATE,12.940668656,179.423014,42450.0,2.4845,15.215,,kepler
7380537,candidate,kepler_cumulative_koi,CANDIDATE,2.688899233,170.1020904,37491.6,2.11275,15.766,,kepler
8013419,candidate,kepler_cumulative_koi,CANDIDATE,12.732624065,176.939054,6465.7,2.2083,15.75,,kepler
8018547,candidate,kepler_cumulative_koi,CANDIDATE,83.92494032,236.76334,7958.7,6.7904,15.754,,kepler
8552202,candidate,kepler_cumulative_koi,CANDIDATE,3.886655224,169.73814,581.6,3.1646,15.371,,kepler
9140402,candidate,kepler_cumulative_koi,CANDIDATE,2.494170338,170.852848,863.7,1.1221,15.251,,kepler
8951215,candidate,kepler_cumulative_koi,CANDIDATE,39.4759093,173.31207,1012.6,2.968,15.229,,kepler
9347899,candidate,kepler_cumulative_koi,CANDIDATE,9.61731426,142.47479,234.0,3.8692,15.237,multi-KOI star (kepid shared across KOIs),kepler
2860866,candidate,kepler_cumulative_koi,CANDIDATE,90.1240507,356.23415,3020.3,11.649,14.96,,kepler
10460629,candidate,kepler_cumulative_koi,CANDIDATE,856.672115,228.44988,858.1,23.144,13.997,,kepler
10319385,candidate,kepler_cumulative_koi,CANDIDATE,0.689210173,133.28584,195.0,1.6169,13.248,,kepler
11502218,candidate,kepler_cumulative_koi,CANDIDATE,3.9886021,171.01852,673.5,1.7376,6.974,,kepler
11180361,candidate,kepler_cumulative_koi,CANDIDATE,0.533059312,171.2274419,1495.8,1.8621,7.748,,kepler
