tic_id,label,source_catalog,disposition,period_days,epoch_btjd,depth_ppm,duration_hours,tmag,notes
1003831,planet,exofop_toi,CP,1.65114558034976,2458518.203428,3205.56714366171,0.949524728213898,10.6701,"TOI-564 b / TOI-564.01 [label conflict across sources: ['eb', 'planet']]"
1129033,planet,exofop_toi,KP,1.36002827981971,2459168.520849,19427.6944703414,2.16527507554805,9.62713,"WASP-77 A b [label conflict across sources: ['eb', 'planet']]"
1167538,planet,exofop_toi,CP,0.0,2459168.988935,8735.0,8.291,10.0127,Single transit. Orbital period is likely > 30 days.
1333933,planet,exofop_toi,KP,3.275794451851916,2460989.988472,11304.975041965992,2.391701027032049,13.9636,NGTS-15 b
1528696,planet,exofop_toi,CP,0.882062425827087,2458438.402842,11755.4509288482,0.575967222552898,13.1686,NGTS-6 b
2621212,planet,exofop_toi,KP,0.0,2460777.441897,2116.7296697963466,3.0241238640637764,11.2309,one transit of K2-199 c at TBJD~3777.44; second event is an asteroid
4070275,planet,exofop_toi,CP,5.42406914989545,2458439.340243,1766.85892964807,1.68750365400652,11.3993,weak signal
4610830,planet,exofop_toi,KP,8.2616616,2460219.144796,1343.0,2.862,11.5018,K2-138 e; marginal QLP detection in combined TESS+K2
4616072,planet,exofop_toi,KP,4.18761538150302,2459201.891355,10906.185708004,3.00702168838434,12.8893,HATS-45 b
4646810,planet,exofop_toi,CP,10.924547796491108,2458416.351956,653.5371410106749,1.8716476761682237,8.8723,HD 15906 b; alerted as two single transits; now have a period for one of the singles. Other potential single transit at TBJD ~1430.8 corresponding to HD 15906 c
4897275,planet,exofop_toi,CP,16.710042174913,2458872.341155,615.287363110693,5.40046516776682,7.6474,still only two transits as of s48; transit that would have been in s48 landed in data gap
4918918,planet,exofop_toi,CP,0.57347655188524,2458870.47457,818.390340319063,0.900450829427625,10.7818,low MES; potential L1 planet
5882269,planet,exofop_toi,KP,4.7948642,2460251.750696,2280.0,2.245,12.0394,K2-284 b
6663331,planet,exofop_toi,KP,3.180362,2458656.633231,21192.463324,2.111521,13.2887,HATS-28b
6892385,planet,exofop_toi,KP,8.2669589,2460256.367181,1316.0,3.328,11.2089,K2-105 b
6893917,planet,exofop_toi,KP,3.08017952766776,2459502.394945,8926.43234597098,3.48709576497255,9.02097,KELT-17 b
7020254,planet,exofop_toi,KP,20.2730282,2460238.657358,17182.0,3.651,12.7462,K2-115 b
7059054,planet,exofop_toi,KP,5.185768,2460255.017005,13002.0,2.356,12.244,K2-121 b
7088246,planet,exofop_toi,KP,2.1605155443871817,2458654.345755,13774.879461945344,1.4806955593099969,13.2851,HATS-23 b
7548817,planet,exofop_toi,CP,4.52074,2459735.896093,8520.0,4.175,12.0453,CTOI from Olmschenk (2021)
8260536,planet,exofop_toi,CP,10.590923,2459616.492055,10290.0,4.105,9.58055,TOI-5398 b/.01
8348911,planet,exofop_toi,CP,2.32634296639119,2458957.9252,4153.61444356599,1.21950508802238,13.5042,low SNR
8400842,planet,exofop_toi,KP,3.1915257,2460657.382557,8587.0,2.756,9.441,XO-3 b
8599009,planet,exofop_toi,CP,2.88069,2459766.955834,10380.0,1.784,10.4673,slight depth aperture correlation; v-shaped
8767448,planet,exofop_toi,KP,4.3532339,2458892.510627,10270.0,3.869,9.98111,WASP-13 b
8967242,planet,exofop_toi,CP,7.09385304707861,2458904.815773,284.238113501594,2.51076259145931,8.3662,low SNR; possible instrument or systematic
9006668,planet,exofop_toi,CP,1.2730965,2460205.747992,414.0,1.48,9.926601,TOI-238 b
9155187,planet,exofop_toi,KP,4.18783747823124,2459582.167296,11415.1655183157,2.99059035976513,11.4556,XO-5 b
9348006,planet,exofop_toi,CP,10.2405483,2459635.364326,9950.0,3.538,10.9184,
9385460,planet,exofop_toi,KP,3.37796143335662,2460044.202478,7198.74711253128,4.2709189187804,12.5329,HATS-31 b
9443323,planet,exofop_toi,KP,4.0135700487779,2459913.801096,8561.43948662856,4.13812017684486,12.1957,HAT-P-58 b
9725627,planet,exofop_toi,KP,4.15678335726899,2458356.962228,4830.18595217686,3.94136088031713,10.9774,WASP-30b - BD
9989136,planet,exofop_toi,CP,6.18416879889915,2458848.68514,1052.35091682847,2.58984969184785,8.5446,potential L1 planet; variable host
