tic_id,label,source_catalog,disposition,period_days,epoch_btjd,depth_ppm,duration_hours,tmag,notes
278683844,candidate,exofop_toi,PC,5.541111261791256,2460987.348604,597.3296581648824,2.4142561257266726,9.2789,potential multi near 2:1 resonance
278683844,candidate,exofop_toi,PC,10.691729973801827,2460979.593803,498.5173153838442,3.0528284112319444,9.2789,outer candidate in potential multi; variable host
52368076,candidate,exofop_toi,PC,0.0,2460188.729278,738.7670156390292,4.623521076986186,10.1985,single transit at TBJD  ~ 3188.7
219338557,candidate,exofop_toi,PC,8.19953684997134,2458327.280273,903.369443082931,2.11682774509722,9.9762,
425934411,candidate,exofop_toi,PC,0.853353400370258,2458325.485901,25080.3290694969,1.20187368372282,14.7109,V-shaped; slight odd-even depending on detrending
265612438,candidate,exofop_toi,PC,5.13002,2459060.6424,3376.0,4.78,11.6789,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
260985861,candidate,exofop_toi,PC,3.33994317642266,2458597.939863,9074.07878323563,4.25347040913592,10.8727,multiple stars in pixel; no stellar radius
129637892,candidate,exofop_toi,PC,5.4499753,2460168.813769,973.0,4.319,9.0284,
348770361,candidate,exofop_toi,PC,2.7684331,2459388.787312,3234.09711123576,4.223,11.4964,
147203645,candidate,exofop_toi,PC,5.06113147515493,2459065.316593,5276.03493015904,1.55624141946912,10.7258,
149990841,candidate,exofop_toi,PC,4.4531846,2459387.893848,5910.0,1.687,11.6349,no stellar radius; Gaia DR2 Teff + plx indicate sun-like star
369457671,candidate,exofop_toi,PC,2.31446,2458326.4928,1190.0,1.347,11.5147,
394698182,candidate,exofop_toi,PC,3.7115129,2459387.008657,12280.0,2.685,11.9692,
309257814,candidate,exofop_toi,PC,1.23860103460573,2458570.408133,12167.5309178432,1.9048913439245,11.6626,
270341214,candidate,exofop_toi,PC,29.7537451413829,2458333.410136,6350.82994074537,8.07804450406273,8.8784,unrelated longer duration partial transit at end of s13; potential multi
270341214,candidate,exofop_toi,PC,9.17022647673136,2458329.295582,305.983567693523,5.68558419067641,8.8784,possible odd-even; variable host; potential multi; near 3:1 resonance with TOI 173.01 (P~30 days); low MES
234519192,candidate,exofop_toi,PC,1.16303717557098,2458354.303731,409.600658757735,1.45686033041135,8.0674,V-shaped; Fast rotator
350618622,candidate,exofop_toi,PC,5.8492379,2460175.602477,109.0,3.257,8.5822,TOI 201.02; interior to TOI-201 b
355509914,candidate,exofop_toi,PC,1.73866945118569,2458326.110175,13710.7615025632,1.18983540008126,14.6723,
281781375,candidate,exofop_toi,PC,43.8297862506947,2458328.034407,647.268516308101,4.30113916787097,9.2182,One event is on/near momentum dump
281575427,candidate,exofop_toi,PC,4.252985694067112,2460929.161155,261.1393852468849,3.096122708814222,9.4525,L1 candidate
314865962,candidate,exofop_toi,PC,22.458619597002,2458335.989204,445.000308907201,7.19897194710332,10.3539,momentum dump 4 hours after midtransit in s27 likely affecting transit shape
141608198,candidate,exofop_toi,PC,9.01054136695366,2459338.99312,4125.07129998765,1.84432641885461,12.5395,
234345288,candidate,exofop_toi,PC,23.5199045,2460177.887219,1243.0,3.222,9.7806,outer candidate to TOI 213.01; near 3:1 resonance
234345288,candidate,exofop_toi,PC,7.75655337070455,2458328.442759,286.255860400138,2.43410425914672,9.7806,Possible multi with a 3:1 MMR
167415965,candidate,exofop_toi,PC,18.55368017549928,2460971.30662,426.4332241346429,3.4358705325137096,8.0089,L1 candidate; possible multi
167415965,candidate,exofop_toi,PC,9.695984127540886,2460678.903484,79.51415090560042,2.7342847019466507,8.0089,inner candidate in possible multi
231912935,candidate,exofop_toi,PC,26.285140386071,2458334.396978,975.207699087574,2.76927788470214,10.5011,L1 candidate
32090583,candidate,exofop_toi,PC,0.4384814340106602,2458325.547997,486.47747845177344,0.5192935491485196,13.3292,Bad transit shape; likely SV
32090583,candidate,exofop_toi,PC,8.35221428760477,2458328.408317,3924.64222903855,1.66371193826867,13.3292,eruptive variable host; TOI 218.01 (P~0.48 d) may be SV
47525799,candidate,exofop_toi,PC,0.0,2458355.118626,4104.58734736124,4.81205289402037,11.0316,single transit (no period); centroid information is hard to interpret; still single as of spoc-s01-s36
415969908,candidate,exofop_toi,PC,11.6700285246663,2458365.261451,2783.79052155907,2.05341430231857,11.3018,possible multi
415969908,candidate,exofop_toi,PC,7.20113832861414,2458359.471437,1662.83983064977,2.14446806290895,11.3018,potential multi
12423815,candidate,exofop_toi,PC,2.83927933447518,2458356.087715,35229.709831864,1.40117909606073,14.6253,check to update; Confirmed planet by HATS team (not yet published)
280095254,candidate,exofop_toi,PC,10.0902589746917,2458357.283835,2585.78624619796,1.75026452662193,9.4688,v-shaped; visual binary; may be uncorrected for dilution;  no stellar radius
101948569,candidate,exofop_toi,PC,19.472301648488,2458360.114761,1766.18283936967,4.28932990625027,10.7011,some odd-even; low SNR; even transits look worse than odd
154618248,candidate,exofop_toi,PC,8.7709021,2460203.438659,1107.0,0.926,8.5509,two stars in pixel; variable host
201793781,candidate,exofop_toi,PC,5.991077253903264,2460978.928981,389.7611049887614,3.171068682146392,8.4642,L1 candidate
179985715,candidate,exofop_toi,PC,6.61531875224234,2458359.541515,1341.37202241127,2.33458443381212,11.2738,
322063810,candidate,exofop_toi,PC,3.5104148387909,2458355.622789,308.828598531612,2.00000000001473,9.3626,visual binary
219253008,candidate,exofop_toi,PC,5.066180251255082,2460979.011377,1586.711889026959,5.713335952685371,10.0733,TIC 219253008 is a phantom split (TIC 685340264 and TIC 685340263); TIC 685340264 has the same stellar parameters as TIC 219253008 which is the composite of the binary; signal could be planetary on either component
244161191,candidate,exofop_toi,PC,0.299039032681341,2458381.910527,5780.66648237667,0.721810345413252,13.1672,likely SV or EB based on shape and second signal at same period in spoc-s1-s72
122613513,candidate,exofop_toi,PC,11.4707838,2459168.429762,1575.0,3.698,10.5012,
42054565,candidate,exofop_toi,PC,10.1843061384695,2458383.488609,839.989691481368,1.72931305064769,9.9955,low SNR; possible instrument systematic; source is possibly 42054566 which is 4.24 as away
38696105,candidate,exofop_toi,PC,5.57653635665928,2458381.883169,642.420697607398,2.31404768365744,10.5041,L1 candidate
220459976,candidate,exofop_toi,PC,0.0,2458393.996453,2425.505189,3.459632,12.1677,possible single transit at TBJD ~ 1394
2758565,candidate,exofop_toi,PC,3.78156832708302,2459089.65573,15002.1659626572,2.01373455742849,12.3611,synchronized with stellar rotation; ~3000 ppm secondary in spoc-s1-s69
47316976,candidate,exofop_toi,PC,711.747396305337,2458364.461822,1566.15411182731,6.70756136635153,8.97174,companion likely a star not planet (see observing notes); two transits two years apart; actual period may be shorter
201292545,candidate,exofop_toi,PC,0.0,2458326.64586,5520.0,6.463,11.4483,single event; no period
180285396,candidate,exofop_toi,PC,10.3688701729557,2459088.963421,15543.5949112019,2.48859189688225,13.2806,V-shaped
382463648,candidate,exofop_toi,PC,25.2580074558748,2459062.764146,8447.17029560151,3.7100518532667,13.1066,
156075294,candidate,exofop_toi,PC,5.7217123812393,2459092.786742,5455.58560875949,3.77339867559703,12.3012,
144301052,candidate,exofop_toi,PC,3.74401434756361,2459090.755451,1773.58449483737,2.99497863647347,12.0684,
229111835,candidate,exofop_toi,PC,6.70145,2458356.68237,10940.0,1.579,12.9317,
102030574,candidate,exofop_toi,PC,9.94915,2458364.10083,22920.0,3.968,12.3294,large
9100874,candidate,exofop_toi,PC,6.16683440688974,2459091.687062,13145.6121346915,2.26192454050605,13.1198,~2000 ppm secondary in spoc-s01-s69
228507250,candidate,exofop_toi,PC,6.15733002410606,2459092.738679,12845.0114879968,2.7071868073506,12.4154,No stellar radius
175477257,candidate,exofop_toi,PC,4.26956745271824,2459090.953132,8610.38864243436,3.70029176304336,12.4191,
316769613,candidate,exofop_toi,PC,10.18108,2458355.59503,1190.0,3.674,11.1741,TOI 314. TFOP investigation in progress.
402319411,candidate,exofop_toi,PC,3.32629767967537,2459090.203596,24223.6280838055,2.94392288712629,12.9238,
206352378,candidate,exofop_toi,PC,3.74637647040525,2459065.374875,18855.6336929167,1.95600910711775,13.2316,V-shaped
198077394,candidate,exofop_toi,PC,3.99053299831953,2459089.946422,3306.40509154368,3.45390556645371,10.7074,
251852984,candidate,exofop_toi,PC,2.77239154333576,2458355.57459,5882.01943541182,1.82233689252042,13.3547,
156002449,candidate,exofop_toi,PC,5.284869067171,2459092.324667,27277.099088252,4.77254942728362,13.4081,~2300 ppm secondary in spoc-s01-s69
66413476,candidate,exofop_toi,PC,4.36907,2458357.72126,3970.0,1.308,12.004,There might be some odd even difference.
206669860,candidate,exofop_toi,PC,10.0550763889805,2459066.81665,13107.7141417626,3.3888241436001,13.4573,
139357541,candidate,exofop_toi,PC,4.47816033405173,2459063.3541,4339.83454478055,1.57744263730935,12.7703,V-shaped
27966179,candidate,exofop_toi,PC,4.27946689459111,2459091.763748,17011.2798568196,2.46413393485057,12.8696,
80439101,candidate,exofop_toi,PC,14.849971681312,2459088.695472,53558.5635109338,5.98881652102068,12.6435,V-shaped; actual period is ~14.85 d (2x alerted period of 7.42 days); possible odd-even; likely too large; no stellar radius but Gaia DR3 suggests sun-like star
33911302,candidate,exofop_toi,PC,1.81383,2458355.75117,13170.0,1.113,13.3302,
66497310,candidate,exofop_toi,PC,1.75631157644984,2459089.671576,3476.94631585311,1.85436827803182,12.4115,~8 sigma odd-even in SPOC s1-s69
13023378,candidate,exofop_toi,PC,6.06721865125346,2459092.388012,7468.3938626862,3.08034381469386,11.9221,
308208458,candidate,exofop_toi,PC,11.2237372087197,2459091.71607,11270.3887544168,3.37193019708916,13.5263,possible odd even;
118327533,candidate,exofop_toi,PC,16.56308,2460192.019645,14010.0,2.317,12.7291,V-shaped; period 2x alerted period (8.2815 d)
224271611,candidate,exofop_toi,PC,4.040002958951882,2459090.464588,1577.5065759941324,1.0528611341505083,11.2043,
70785910,candidate,exofop_toi,PC,0.494793787881867,2459088.639473,2913.56115639805,0.944903841930711,12.2494,a/Rs < 2; 5+ sigma odd-even in s1-s69 SPOC TEC plots
100099031,candidate,exofop_toi,PC,1.29799210095923,2459088.397582,10855.6558194289,2.52988760727828,13.4735,Too large radius for a planet; 3 sigma odd-even in multisector report
369336146,candidate,exofop_toi,PC,5.76943725567924,2459090.758499,4655.9610934925,3.92496056280212,13.0524,
321982642,candidate,exofop_toi,PC,9.10326,2459102.79626,14080.0,1.928,12.8895,possible odd-even
80432617,candidate,exofop_toi,PC,16.45209,2458360.67423,3320.0,6.461,12.3409,two events (near 1360 and 1377); wrong period in report
305048116,candidate,exofop_toi,PC,14.2337615300677,2459090.893499,4283.07436074085,2.50708750444659,12.5633,the super bright star to the southwest is TIC 304698788; does not have a signal.
47425697,candidate,exofop_toi,PC,0.4941631,2460206.585637,536.0,0.916,10.4913,possible offset to SW; slight depth aperture correlation
251878904,candidate,exofop_toi,PC,1.70258482177048,2459088.314332,7466.6719821661,1.84835097299718,13.5477,~2000 ppm secondary in spoc-s01-s69
175482273,candidate,exofop_toi,PC,5.4640119,2459108.378801,3785.0,2.928,9.1692,literature BEB at same period (Zhou+2019)
251855940,candidate,exofop_toi,PC,4.04637087525256,2459090.735093,27706.6329031156,3.03835343930422,13.5134,
156016136,candidate,exofop_toi,PC,3.48138137236069,2459088.526738,5175.98369670821,2.29068042874827,12.6635,
183675732,candidate,exofop_toi,PC,5.48209536150249,2459091.224648,8403.06764208781,4.43757443322174,12.9998,
280097543,candidate,exofop_toi,PC,9.45464777661071,2458660.207682,1354.9261506798,10.2947734993238,10.4471,evolved host star
144301273,candidate,exofop_toi,PC,2.75098632758932,2459062.452226,10686.8965191572,1.99897898481892,12.4502,
100014359,candidate,exofop_toi,PC,0.5045539217545257,2459088.500323,18806.229924787007,1.0056628913882646,13.5029,no stellar parameters; SPOC is assuming solar; Gaia radius is .7 Rsun; planet radius likely smaller (~12 Rearth); v-shaped
238059180,candidate,exofop_toi,PC,5.1119781,2460196.532698,1415.0,1.413,10.0139,v-shaped; two stars about 1'' separation in same pixel; slight depth aperture correlation
189013224,candidate,exofop_toi,PC,1.32050371000698,2458438.524066,469.453748148441,2.01555193258731,9.59689,out-of-transit is not flat; possibly stellar variability; two stars in the same pixel; target could also be on 189013222; need SG1
259592689,candidate,exofop_toi,PC,0.0,2458439.648711,7525.67,9.528,10.1672,single transit with unknown period; still a single transit as of Sector 69
44647437,candidate,exofop_toi,PC,3.35290698241063,2458411.844766,4205.19610156964,2.39067309996364,12.9383,
468880077,candidate,exofop_toi,PC,5.81235080348536,2458441.048516,957.574167132572,2.20021303220975,9.4464,potential L1 planet; variable host
14091704,candidate,exofop_toi,PC,0.7649571,2459199.549231,1900.0,1.094,9.1577,
89256802,candidate,exofop_toi,PC,1.17598344924082,2458411.560535,14881.4796122671,0.992833798368707,13.741,v-shaped
64071894,candidate,exofop_toi,PC,17.5288346530473,2458414.165631,1131.50756807923,2.1115133195407,9.6438,two stars in same pixel
420049884,candidate,exofop_toi,PC,4.10742911381342,2458414.822983,900.921775257529,3.08440554493834,10.6573,two nearby fainter stars; Stellar companion < 0.2â¿ on ExoFOP
100608026,candidate,exofop_toi,PC,8.26176630022218,2458442.486555,1418.33089847495,2.56633071449768,10.8835,
156987351,candidate,exofop_toi,PC,3.062978325436687,2460687.473242,4201.181143139547,3.055187129650095,8.8742,pulsating host
31852980,candidate,exofop_toi,PC,24.3321088,2460180.156297,500.0,5.27,9.8542,TOI 487.01; possible multi; visual binary; no stellar radius in TIC
31852980,candidate,exofop_toi,PC,7.4144849,2460195.585106,392.0,3.493,9.8542,possible multi; no stellar radius; visual binary
19025965,candidate,exofop_toi,PC,5.9444410026453,2458493.324506,2791.42721379976,2.30160131070412,11.4479,
19519368,candidate,exofop_toi,PC,1.7018818,2459987.549589,570.0,1.551,10.0854,possible odd-even
348538431,candidate,exofop_toi,PC,0.89946770091991,2459963.623366,58768.353615353,1.20666675437893,13.2304,V-shaped; large planet; likely EB
264979636,candidate,exofop_toi,PC,17.87897,2458495.790236,976.801579,2.124101,10.1432,low MES; possible centroid offset; GAIA Rstar=1.06Rsun
148479278,candidate,exofop_toi,PC,0.5236130194615874,2458468.652117,82.92594005562562,2.300452096023372,9.3777,
71512186,candidate,exofop_toi,PC,14.8608018601838,2458471.007595,556.602721207399,6.19326248603688,8.7784,centroid offset; possibly marginal
309791156,candidate,exofop_toi,PC,19.5715862327011,2458332.697108,1677.0138378642,4.14679637796969,10.9621,
238004786,candidate,exofop_toi,PC,0.309606164048421,2459988.518323,257.706468535563,1.02989292614104,10.5958,a/Rs ~2; possibly evaporating
49771092,candidate,exofop_toi,PC,1.631828231988,2458469.057251,14067.419379422,1.2668494477595,14.8067,
161477033,candidate,exofop_toi,PC,11.9234819437747,2458419.367318,680.803264298586,3.24105920756604,10.0614,TOI 553.02; active TFOP PC; potential multi
161477033,candidate,exofop_toi,PC,40.8905116602099,2458416.404536,945.199396465454,4.44027909514634,10.0614,period updated to 40.89 days with spoc multisector; period could be half; potential multi
55488511,candidate,exofop_toi,PC,3.34490399270253,2458439.549649,1399.49505682989,1.34083490517831,11.6434,Low SNR; no GAIA radius
405454160,candidate,exofop_toi,PC,731.9380939054,2458524.13957,3290.07055221807,3.74064861947659,10.4397,
238061845,candidate,exofop_toi,PC,1.6843068,2460012.883867,912.0,1.567,9.6668,host is evolved star; multi year spoc shows no centroid offset but hint of odd-even
81419525,candidate,exofop_toi,PC,1.5498373,2460012.427542,3594.0,2.729,9.5518,variable host; possible secondary not at half phase; multiple stars in pixel; v-shaped
131743355,candidate,exofop_toi,PC,6.5604227,2460002.878449,4049.0,1.028,9.3761,v-shaped
130415266,candidate,exofop_toi,PC,39.4718663,2459981.725943,7758.0,6.186,7.3123,likely too large; possible secondary not at half phase
146406806,candidate,exofop_toi,PC,13.9492616855279,2459237.954551,7952.41299792561,4.58053451599749,10.3979,V shaped; two stars in the same pixel; likely EB; no stellar radius but J-K and parallax suggest likely A star (Rs>2.5 Rsun) therefore the planet radius is likely stellar at this period
141363913,candidate,exofop_toi,PC,3.477756,2460009.873434,1177.0,1.999,9.9223,evolved host
181304295,candidate,exofop_toi,PC,3.3840629,2460010.074425,6449.0,1.578,10.4349,V-shaped transit; slight depth-aperture correlation
284738182,candidate,exofop_toi,PC,0.9136081,2459987.158093,1368.0,1.099,10.1939,centroid offset not on a particular star; v-shaped
77527511,candidate,exofop_toi,PC,0.7784962,2459279.650943,1670.0,0.856,9.94921,V-shaped; odd-even; likely EB. TFOP work in progress.
145879095,candidate,exofop_toi,PC,2.8056739,2460035.229242,3350.0,2.299,9.9794,transiting object might be too big; no stellar radius; Gaia Rs = 4.24 Rsun would make Rp ~ 20 Re
173640199,candidate,exofop_toi,PC,7.7614672,2459972.603908,3110.0,4.156,10.1277,
133334108,candidate,exofop_toi,PC,2.8579169,2460008.594941,529.0,3.818,8.9454,v-shaped; no stellar parameters but possible G/K dwarf host; possible offset to E
79292541,candidate,exofop_toi,PC,2.2786049,2459227.230752,1050.0,1.924,9.4247,
92992033,candidate,exofop_toi,PC,4.90765,2458470.60184,810.0,3.753,10.2339,v-shaped; evolved star
35582553,candidate,exofop_toi,PC,0.9370901,2459225.989665,1560.0,1.312,10.0461,
72090501,candidate,exofop_toi,PC,1.0697877,2459226.896187,3990.0,1.979,9.0185,maybe odd-even; two stars on the same TESS pixel
48476908,candidate,exofop_toi,PC,4.7192771,2460030.273214,2856.0,1.594,10.245,two stars of similar brightness in the same pixel; match to TOI 658
219187649,candidate,exofop_toi,PC,2.15030072321996,2458544.344126,9260.89730453727,1.97747255886521,13.4629,
294395926,candidate,exofop_toi,PC,11.3298459144625,2458493.024505,821.128478017902,4.47500927424585,10.9162,crowded field
410450228,candidate,exofop_toi,PC,15.7784931341825,2460045.433204,6805.62755796185,3.38574056241309,10.6845,Likely EB;  likely too large to be a planet at this irradiation
462162948,candidate,exofop_toi,PC,19.8507621,2460015.416494,1766.0,2.249,9.8532,no stellar radius; Gaia DR2 Teff ~9500 K; slight depth aperture correlation
339857675,candidate,exofop_toi,PC,3.51376091187919,2458492.222242,333.597671169785,1.75796913099372,9.9362,
74534430,candidate,exofop_toi,PC,36.299512914018,2459977.554802,1322.24727455405,4.43339226285823,9.8445,
55559618,candidate,exofop_toi,PC,21.3764236639928,2458346.404484,786.001974381299,4.76663344930789,10.749,Was previously designated as EB/AFA; reinstated as PC
141527579,candidate,exofop_toi,PC,15.0867737832821,2458328.941861,1911.92217957546,2.12502912945503,12.1293,L1 candidate
149302744,candidate,exofop_toi,PC,14.801137701439838,2460967.168587,316.8331324083552,3.2784246742129115,9.8106,potential L1 planet; possible multi; TOI 699.01
149302744,candidate,exofop_toi,PC,33.6336133,2460175.078683,384.0,5.352,9.8106,potential L1 planet; possible multi; TOI 699.02
149302744,candidate,exofop_toi,PC,672.636623636504,2458374.209051,423.126091776163,7.48837686102179,9.8106,could be variability; low SNR; potential multi
